chr	center	observed_log	atac_pred_log	true_residual	class	K562seq_to_GM_residual	K562mm_to_GM_residual	K562resSeq_to_GM_residual	K562resMM_to_GM_residual
chr7	128103885	1.9459102	3.756887	-1.8109767	accessible_not_acetylated	-0.75898886	-0.17303228	-0.81217766	-0.542068
chr7	81685146	1.9459102	3.7564263	-1.8105161	accessible_not_acetylated	-1.246634	1.5088363	0.32376814	0.85646343
chr18	4348601	0.0	1.8104868	-1.8104868	accessible_not_acetylated	-0.19151258	0.60098624	-0.118136406	0.11927903
chr10	68347612	1.0986123	2.908876	-1.8102636	accessible_not_acetylated	-0.26759052	-0.12171888	-0.15120363	-0.20412827
chr6	31350511	1.9459102	3.75601	-1.8100998	accessible_not_acetylated	-1.3451138	0.79604816	0.054674864	0.46995735
chr12	121234135	0.0	1.8099748	-1.8099748	accessible_not_acetylated	-0.28110373	-0.12404156	-0.41479492	-0.53586125
chr20	4166038	1.0986123	2.9083395	-1.8097272	accessible_not_acetylated	-0.3101735	-0.13399315	-0.043846846	0.015970469
chr20	14431808	0.0	1.8094847	-1.8094847	accessible_not_acetylated	0.422621	1.4085362	0.14208508	0.28979087
chr6	22767248	0.0	1.80916	-1.80916	accessible_not_acetylated	0.58279586	0.50899243	0.14920187	0.052104115
chr22	37566498	1.3862944	3.1952257	-1.8089314	accessible_not_acetylated	-0.7753191	-0.12269592	-0.55243945	-0.21558261
chr17	57256511	2.8332133	4.642073	-1.8088598	accessible_not_acetylated	-2.4489717	-0.048065662	-0.614872	0.15294313
chr17	28538497	0.0	1.8086915	-1.8086915	accessible_not_acetylated	0.278378	0.56163454	-0.04820335	0.18603182
chr6	157461114	3.6888795	5.497314	-1.8084345	accessible_not_acetylated	-2.971513	0.33194923	0.026834488	0.11253786
chr12	8914661	2.0794415	3.8877947	-1.8083532	accessible_not_acetylated	0.17530608	-0.27921653	-0.4082694	-0.1749425
chr7	151310711	0.0	1.8074383	-1.8074383	accessible_not_acetylated	0.13601482	-0.2995845	-0.12484789	-0.043872356
chr18	58455706	0.0	1.8074057	-1.8074057	accessible_not_acetylated	0.4247725	0.68312955	0.35941005	0.20060086
chr8	64567818	0.0	1.8072023	-1.8072023	accessible_not_acetylated	0.34441185	0.75462747	-0.0904541	-0.5844978
chr7	88169912	0.0	1.8071505	-1.8071505	accessible_not_acetylated	-0.43259072	0.062497735	-0.1200788	0.10093534
chr12	27970077	1.0986123	2.9053612	-1.8067489	accessible_not_acetylated	-0.03523135	0.51183224	-0.34190702	-0.24550295
chr20	3665030	1.0986123	2.9053218	-1.8067095	accessible_not_acetylated	-0.15913177	0.462142	0.18709373	-0.08581853
chr12	47079777	1.0986123	2.9051828	-1.8065705	accessible_not_acetylated	-1.0391576	-0.9476366	-0.8863559	-1.3100333
chr6	80638947	0.6931472	2.4997177	-1.8065705	accessible_not_acetylated	0.844327	1.1634953	0.26029205	1.3017492
chr10	110226476	2.3978953	4.2039566	-1.8060613	accessible_not_acetylated	-0.6009376	-0.2943952	-0.9193387	-0.5099888
chr8	22552760	1.609438	3.415401	-1.805963	accessible_not_acetylated	-0.732188	0.59371996	-0.4978335	-0.64405274
chr7	100177584	1.609438	3.4146967	-1.8052588	accessible_not_acetylated	1.109591	-0.41122246	-0.51598406	-1.070015
chr12	42482997	1.609438	3.414056	-1.8046181	accessible_not_acetylated	-1.6575859	0.41665387	-0.6880429	-0.16436625
chr6	111642709	0.0	1.80429	-1.80429	accessible_not_acetylated	1.3228819	0.6601715	0.10883534	0.5237522
chr17	50055935	3.0910425	4.8952227	-1.8041801	accessible_not_acetylated	-1.1329076	0.3195157	-0.7954197	-0.6178341
chr7	95396375	0.6931472	2.497262	-1.8041148	accessible_not_acetylated	1.281158	-0.33646727	-0.039316416	-0.39529872
chr20	35619576	2.9957323	4.799713	-1.8039808	accessible_not_acetylated	-2.229636	0.120416164	-0.7542138	-0.5187855
chr21	41767177	0.0	1.8035605	-1.8035605	accessible_not_acetylated	2.6622856	-0.513759	-0.46657312	-0.6108179
chr8	22599624	1.9459102	3.7494178	-1.8035076	accessible_not_acetylated	-0.09033632	-0.17733407	-0.4738803	0.24170303
chr17	64774401	1.3862944	3.18949	-1.8031957	accessible_not_acetylated	-0.6331639	0.32857585	-0.70668054	-0.45264125
chr18	4434698	1.7917595	3.5944524	-1.8026929	accessible_not_acetylated	-0.6991203	0.82510614	0.19094181	0.5483718
chr12	122835620	1.7917595	3.5943918	-1.8026323	accessible_not_acetylated	-1.2445278	-0.75367355	-1.0220857	-0.30322814
chr20	6094077	1.3862944	3.1888719	-1.8025775	accessible_not_acetylated	-1.1611383	1.3607187	0.046512127	0.17664719
chr7	39332383	0.0	1.8025448	-1.8025448	accessible_not_acetylated	0.6634135	0.37956047	-0.06689727	0.053598404
chr6	138494664	1.0986123	2.9009151	-1.8023028	accessible_not_acetylated	-0.6883502	-0.06646466	-0.11817646	-0.05175495
chr7	137606243	0.0	1.8022163	-1.8022163	accessible_not_acetylated	-0.19688845	-0.37628174	-0.34294677	-0.23879147
chr17	49036187	0.0	1.8020923	-1.8020923	accessible_not_acetylated	0.9039235	-0.34800768	-0.4490527	-0.4316746
chr17	63484816	0.0	1.8020437	-1.8020437	accessible_not_acetylated	0.3065989	-0.38390398	-0.6126455	-0.45812356
chr10	24709873	0.6931472	2.4950883	-1.8019412	accessible_not_acetylated	-0.04050827	0.53475857	-0.07313657	0.040925026
chr12	79682919	2.5649493	4.366835	-1.8018858	accessible_not_acetylated	-1.774493	0.31640053	0.31626987	-0.49108553
chr17	1649209	3.4339871	5.2358246	-1.8018374	accessible_not_acetylated	-2.789371	-1.209053	-1.0276146	-0.80396557
chr6	148204188	1.3862944	3.1880174	-1.801723	accessible_not_acetylated	-0.41636372	0.79857755	0.032995224	0.24798155
chr10	24929318	2.3978953	4.199546	-1.8016505	accessible_not_acetylated	-1.8205996	0.6324663	-0.0003027916	0.14445925
chr12	88931820	1.0986123	2.9001968	-1.8015845	accessible_not_acetylated	-1.0680408	0.8096874	-0.13094425	-0.115115404
chr8	106129260	0.0	1.8015771	-1.8015771	accessible_not_acetylated	0.6631367	0.43838143	0.07156193	0.31263232
chr18	52069798	1.0986123	2.8997872	-1.8011749	accessible_not_acetylated	-0.63188004	0.55275846	0.08136225	0.20754623
chr10	98268250	0.6931472	2.4942403	-1.8010931	accessible_not_acetylated	-0.48438406	-0.33716655	-0.40476346	-1.0167047
chr10	34664903	0.0	1.8008125	-1.8008125	accessible_not_acetylated	0.28339672	0.06602776	-0.11784017	-0.19124484
chr20	19860878	1.0986123	2.898952	-1.8003397	accessible_not_acetylated	-0.40997052	2.4401789	0.30956054	0.6047139
chr8	134472764	0.0	1.8002315	-1.8002315	accessible_not_acetylated	1.1264207	0.47042632	0.016703129	0.15416908
chr7	3075153	0.0	1.7998801	-1.7998801	accessible_not_acetylated	0.00649786	0.12765288	-0.2884649	-0.017497301
chr17	40550869	2.3025851	4.102266	-1.7996807	accessible_not_acetylated	-1.3920696	0.9186716	-0.007892132	0.1356802
chr7	5282929	0.0	1.7992744	-1.7992744	accessible_not_acetylated	-0.5111989	-0.66240907	-0.8725521	-1.1894375
chr6	93785402	0.6931472	2.4923947	-1.7992475	accessible_not_acetylated	0.45359492	0.7459874	0.273134	0.2773776
chr12	13101321	1.7917595	3.5902379	-1.7984784	accessible_not_acetylated	1.1665914	0.047289133	-0.22210383	-0.18156219
chr8	39273129	0.0	1.7981932	-1.7981932	accessible_not_acetylated	0.3605969	-0.14731336	-0.36607242	-0.430171
chr10	35641293	1.0986123	2.8966606	-1.7980483	accessible_not_acetylated	-0.6671922	-0.29647684	-0.9255518	-1.2964423
chr8	2024187	0.0	1.7979624	-1.7979624	accessible_not_acetylated	1.0058715	-0.54980767	-0.16641116	-0.5341178
chr20	11403306	1.0986123	2.89636	-1.7977476	accessible_not_acetylated	-0.9596164	0.07991052	0.11879492	0.22878408
chr10	133335475	0.6931472	2.4907684	-1.7976213	accessible_not_acetylated	0.056866407	-0.6897912	-0.50325894	-1.5882308
chr8	133689348	1.7917595	3.589016	-1.7972565	accessible_not_acetylated	-1.0136912	1.4804821	0.3069892	0.5517926
chr22	37341943	0.6931472	2.4901094	-1.7969623	accessible_not_acetylated	-0.14282203	0.40056467	0.013021946	-0.0020756721
chr17	8057856	0.0	1.796953	-1.796953	accessible_not_acetylated	0.5630963	0.8756087	0.13020241	0.7364881
chr6	72523006	0.0	1.7968047	-1.7968047	accessible_not_acetylated	0.29064202	-0.14219046	-0.40320492	-0.20191419
chr10	91091249	0.0	1.7967024	-1.7967024	accessible_not_acetylated	0.22105002	-0.08929396	-0.20009434	-0.14023685
chr21	37009987	1.3862944	3.1826515	-1.7963572	accessible_not_acetylated	-0.36973405	0.62281895	-0.39494824	-0.2448597
chr7	22500236	0.0	1.7960272	-1.7960272	accessible_not_acetylated	1.8519232	-0.35534275	-0.4497056	-0.94824994
chr17	28251601	1.0986123	2.8939967	-1.7953844	accessible_not_acetylated	-0.060219526	0.023993969	-0.28514385	-0.34804177
chr20	50731382	3.295837	5.091218	-1.7953811	accessible_not_acetylated	-1.3996267	-0.84664917	-1.0986652	-1.1824694
chr8	83296622	0.0	1.7951145	-1.7951145	accessible_not_acetylated	-0.24181557	0.549319	-0.07746744	0.09306884
chr12	38386657	1.3862944	3.1812265	-1.7949321	accessible_not_acetylated	-0.60247064	1.1632526	0.21552491	0.39981055
chr6	13331974	0.0	1.794799	-1.794799	accessible_not_acetylated	1.333484	0.24909604	0.19133723	0.07308698
chr21	32412436	0.0	1.7946699	-1.7946699	accessible_not_acetylated	1.9858325	-1.315716	-1.4612997	-1.4666139
chr18	4435891	1.7917595	3.5859647	-1.7942052	accessible_not_acetylated	-1.0166378	0.39254022	0.027384281	-0.22228909
chr12	29692399	1.7917595	3.5859282	-1.7941687	accessible_not_acetylated	-1.5141504	1.320565	0.18301725	0.3326199
chr17	39573922	1.0986123	2.892747	-1.7941346	accessible_not_acetylated	0.9851017	-0.12341976	-0.26208448	-0.54235506
chr7	100131134	0.0	1.7939681	-1.7939681	accessible_not_acetylated	0.56274426	-0.0070673227	-0.73939764	-0.9832659
chr18	4233430	2.1972246	3.9911509	-1.7939262	accessible_not_acetylated	-1.805577	0.5605421	0.11148882	-0.044217587
chr7	107044696	0.6931472	2.4869199	-1.7937727	accessible_not_acetylated	-0.65086734	-1.4275532	-0.9312109	-1.0065068
chr12	77925680	0.0	1.7937503	-1.7937503	accessible_not_acetylated	-0.14725733	0.5177765	-0.32764864	0.23711371
chr8	102583717	5.389072	3.7133975	1.6756744	acetylated_beyond_accessibility	-0.92908525	1.1139917	0.13732052	0.9783144
chr6	166281279	3.8918204	2.216092	1.6757283	acetylated_beyond_accessibility	0.24797487	-0.024229765	-0.10773134	-0.07144427
chr10	73119598	3.4965076	1.8207536	1.6757541	acetylated_beyond_accessibility	0.31529236	0.3256836	-0.06673765	0.050899863
chr6	132320243	2.4849067	0.80888647	1.6760201	acetylated_beyond_accessibility	0.70056874	0.15038401	-0.18526381	-0.14733177
chr20	2664258	4.8520303	3.1755786	1.6764517	acetylated_beyond_accessibility	3.187109	1.7799726	0.9595113	0.92042446
chr10	11527923	3.871201	2.1946213	1.6765797	acetylated_beyond_accessibility	0.6301749	0.46872163	-0.124121666	-0.0024766922
chr21	46606298	3.8501477	2.1734762	1.6766715	acetylated_beyond_accessibility	0.53113246	0.14830542	0.021898746	0.16693544
chr17	76263157	5.638355	3.961614	1.6767409	acetylated_beyond_accessibility	-1.0592251	1.4473798	0.23139119	0.5057576
chr8	100223250	3.8066626	2.1296427	1.6770198	acetylated_beyond_accessibility	0.28684473	1.4366531	0.019667625	0.09951782
chr8	26389739	3.0445225	1.367399	1.6771235	acetylated_beyond_accessibility	1.548723	0.31879067	0.025272131	0.015946507
chr18	10976661	3.465736	1.7881732	1.6775627	acetylated_beyond_accessibility	0.26855397	0.7562413	0.092273116	0.3164153
chr7	32879740	3.3672957	1.6897258	1.67757	acetylated_beyond_accessibility	2.7387428	1.2452041	0.6594738	1.1041409
chr12	124779986	4.828314	3.150712	1.6776018	acetylated_beyond_accessibility	-0.67385983	0.5754466	-0.4897437	-0.14118004
chr17	773918	4.0253515	2.3476813	1.6776702	acetylated_beyond_accessibility	0.01717186	0.583236	0.18676734	0.2959392
chr17	75205545	5.723585	4.045641	1.6779442	acetylated_beyond_accessibility	0.26016617	0.7892542	-0.1253388	0.57892036
chr6	87691553	4.7095304	3.031549	1.6779814	acetylated_beyond_accessibility	-0.5011754	0.4116366	-0.109509945	0.16805744
chr17	78727999	4.189655	2.5115595	1.6780953	acetylated_beyond_accessibility	-0.31375527	0.16239119	-0.121097565	-0.29942322
chr8	59066928	2.4849067	0.8066886	1.6782181	acetylated_beyond_accessibility	1.4597287	0.1661256	-0.21759576	-0.13157958
chr20	52519157	2.7080503	1.0297395	1.6783108	acetylated_beyond_accessibility	1.1061629	0.69456995	0.26652777	0.028386831
chr17	78169765	5.220356	3.5413857	1.6789703	acetylated_beyond_accessibility	-1.2890964	0.6760683	-0.59312916	0.08105159
chr10	132931466	3.5263605	1.8473587	1.6790018	acetylated_beyond_accessibility	1.4381835	0.379488	-0.036640286	-0.38787174
chr6	28259193	3.1354942	1.456348	1.6791463	acetylated_beyond_accessibility	4.2292533	0.5184736	0.9408872	0.025148392
chr12	113174573	3.0910425	1.4114507	1.6795918	acetylated_beyond_accessibility	0.30627823	0.6538435	-0.7420316	-0.6523231
chr17	27888655	4.276666	2.5970592	1.6796069	acetylated_beyond_accessibility	0.021748543	0.5231247	0.24771047	0.2140472
chr17	75689727	4.75359	3.0738206	1.6797695	acetylated_beyond_accessibility	-0.66918635	0.9286685	-0.05768037	0.25619578
chr8	29029611	3.218876	1.5389876	1.6798882	acetylated_beyond_accessibility	0.8269675	0.81762123	0.1646421	0.24102497
chr17	8985403	5.0369525	3.3570185	1.679934	acetylated_beyond_accessibility	-0.7938428	1.1282401	0.37950373	0.4583466
chr8	129547896	6.2106	4.5302725	1.6803274	acetylated_beyond_accessibility	-1.9158189	1.2461543	0.2801509	0.5990529
chr22	36357154	3.6109178	1.9301156	1.6808022	acetylated_beyond_accessibility	0.9716455	0.8992864	0.41290963	0.48701227
chr18	31652580	5.0369525	3.3558598	1.6810927	acetylated_beyond_accessibility	0.18048334	1.734643	0.3726952	0.50730586
chr7	38168194	4.1271343	2.4458647	1.6812696	acetylated_beyond_accessibility	-0.5750835	0.6361728	-0.02477169	-0.08195639
chr10	88395864	2.5649493	0.88353306	1.6814163	acetylated_beyond_accessibility	0.26760834	0.35355967	0.053580225	-0.003295958
chr17	76252584	5.117994	3.4362388	1.6817551	acetylated_beyond_accessibility	-0.8476589	1.0747652	0.1823318	0.31813908
chr7	100192694	3.9512436	2.2694194	1.6818242	acetylated_beyond_accessibility	0.4381075	0.27818894	0.16928339	0.033335686
chr20	48777145	3.1780539	1.4961798	1.681874	acetylated_beyond_accessibility	1.180865	0.54044604	0.18324447	0.19995177
chr6	106125069	3.9702919	2.2883525	1.6819394	acetylated_beyond_accessibility	0.33752465	0.4685049	0.13700461	0.32476592
chr6	7145569	5.379897	3.6979103	1.6819868	acetylated_beyond_accessibility	-0.8584449	0.4474144	0.16558242	0.41911602
chr12	21509837	4.1431346	2.4610972	1.6820374	acetylated_beyond_accessibility	0.49257922	1.4521275	-0.039296865	0.56003356
chr7	1000393	3.7376697	2.0552583	1.6824114	acetylated_beyond_accessibility	-0.3059106	-0.34131432	-0.70204055	-0.6228646
chr7	128962786	4.8441873	3.1617284	1.6824589	acetylated_beyond_accessibility	-0.35865593	1.2569761	0.19563937	0.34081697
chr8	28341270	6.156979	4.4744	1.682579	acetylated_beyond_accessibility	-1.8115423	2.2959328	0.3883338	0.5977087
chr7	149248918	3.6635616	1.9809629	1.6825987	acetylated_beyond_accessibility	0.8389355	0.43384826	0.07666123	0.011297822
chr21	14527129	4.6051702	2.9224277	1.6827426	acetylated_beyond_accessibility	-0.6320696	0.24983096	0.08355427	0.07837272
chr8	116730260	4.65396	2.9712164	1.6827438	acetylated_beyond_accessibility	-0.5501139	0.29575968	-0.044910908	-0.36396098
chr12	121659042	4.912655	3.2296448	1.6830101	acetylated_beyond_accessibility	0.08846426	1.3482871	-0.050136328	0.7742958
chr6	7178496	3.583519	1.9004601	1.6830589	acetylated_beyond_accessibility	0.7492515	0.57891023	0.15082276	0.10331857
chr20	53829150	5.6312118	3.9481409	1.6830709	acetylated_beyond_accessibility	-0.44318914	0.8416283	0.12877631	0.4153402
chr12	122403995	4.4188404	2.7357364	1.683104	acetylated_beyond_accessibility	-0.25599217	0.8123698	0.22617316	0.5075278
chr20	50810292	4.8520303	3.1687472	1.6832831	acetylated_beyond_accessibility	-0.44663048	1.0401013	-0.08093953	0.41416216
chr12	94990359	3.7612002	2.0777695	1.6834307	acetylated_beyond_accessibility	0.01635623	0.32539248	-0.06074524	-0.027841806
chr12	6443666	6.1092477	4.4256525	1.6835952	acetylated_beyond_accessibility	-2.0081809	1.5166063	0.13657808	0.50456667
chr12	57096212	3.5553482	1.8714886	1.6838596	acetylated_beyond_accessibility	0.44839334	0.8762264	-0.16502738	-0.08209646
chr6	158380472	3.1354942	1.4515588	1.6839354	acetylated_beyond_accessibility	1.1794264	0.37672138	-0.04853499	-0.060496688
chr20	36492205	4.4998097	2.8157308	1.6840789	acetylated_beyond_accessibility	0.28718734	1.1938965	0.13345885	-0.049975872
chr20	37372100	4.6051702	2.9210644	1.6841059	acetylated_beyond_accessibility	-0.86604047	0.07140303	-0.23213911	-0.10551238
chr17	68438170	5.0039463	3.319737	1.6842093	acetylated_beyond_accessibility	1.7304082	0.7463727	0.26610827	0.45376492
chr10	11669316	3.8066626	2.1221676	1.684495	acetylated_beyond_accessibility	0.38159323	0.6560962	0.08132458	0.161623
chr20	53935451	5.5947113	3.9101553	1.684556	acetylated_beyond_accessibility	-1.002753	0.42750454	-0.000872612	0.00340724
chr12	64665721	5.303305	3.6184053	1.6848998	acetylated_beyond_accessibility	-0.7164004	1.6021032	0.08179784	0.24133682
chr17	64091275	4.624973	2.9398618	1.685111	acetylated_beyond_accessibility	-0.43185496	1.751574	0.25336552	1.206841
chr17	57367181	4.4426513	2.757512	1.6851392	acetylated_beyond_accessibility	1.2650084	1.0973301	0.23513746	0.41899323
chr21	33244448	3.9318256	2.2465696	1.685256	acetylated_beyond_accessibility	0.73189926	0.28972006	0.37601686	0.26046395
chr6	110665160	3.4339871	1.7487282	1.685259	acetylated_beyond_accessibility	0.7824682	0.93765795	0.21100318	0.33118045
chr18	10878892	5.278115	3.5927866	1.6853282	acetylated_beyond_accessibility	-1.1118925	1.2359154	0.03914261	0.38709092
chr6	88567285	3.0445225	1.3590837	1.6854389	acetylated_beyond_accessibility	0.861233	0.28817177	-0.020672917	-0.037269115
chr10	26528355	3.8918204	2.20636	1.6854603	acetylated_beyond_accessibility	-0.0077991486	0.4982841	0.108159065	0.23717213
chr17	48074555	2.5649493	0.87936616	1.6855831	acetylated_beyond_accessibility	2.007094	0.94235826	0.104424775	0.44160533
chr6	49455324	4.060443	2.3745508	1.6858921	acetylated_beyond_accessibility	-0.15244341	0.64081454	-0.013568878	0.431731
chr17	59126717	2.9957323	1.3097807	1.6859516	acetylated_beyond_accessibility	1.0599636	0.6176162	0.21785128	0.30420947
chr7	5670570	3.637586	1.9516159	1.6859702	acetylated_beyond_accessibility	1.2530998	0.68763816	0.1421901	0.2327143
chr6	306080	6.641182	4.954847	1.6863351	acetylated_beyond_accessibility	-2.068821	0.71060467	0.02762413	0.18361521
chr10	73576760	3.7376697	2.0512035	1.6864662	acetylated_beyond_accessibility	-0.12503827	0.80433726	0.02794385	0.23263049
chr10	74831839	4.317488	2.6309385	1.6865497	acetylated_beyond_accessibility	-0.18076706	0.49871683	0.09185195	0.39364386
chr17	61816148	3.7376697	2.0509536	1.6867161	acetylated_beyond_accessibility	1.3142297	0.62034965	0.32843947	0.32322335
chr12	109477487	5.480639	3.7938976	1.6867414	acetylated_beyond_accessibility	3.0763998	1.0633178	0.73236084	0.2585783
chr18	76474475	4.0073333	2.3204336	1.6868997	acetylated_beyond_accessibility	0.03648877	0.8401871	-0.047287464	0.1645
chr12	31571004	2.8903718	1.2032619	1.68711	acetylated_beyond_accessibility	1.4515269	0.55650663	0.109628916	0.1448574
chr17	57469581	4.962845	3.2751074	1.6877375	acetylated_beyond_accessibility	-0.7085669	1.18291	-0.021118402	0.37040997
chr12	1716516	3.8501477	2.1619349	1.6882129	acetylated_beyond_accessibility	-0.04123926	0.7644515	0.20389414	0.22787356
chr18	12316215	3.713572	2.0250385	1.6885335	acetylated_beyond_accessibility	0.26759624	0.02763033	-0.064508915	-0.15043843
chr7	135557821	5.755742	4.0660424	1.6896996	acetylated_beyond_accessibility	0.10024643	1.1939936	0.3272395	0.7295785
chr17	29665287	3.912023	2.222301	1.6897221	acetylated_beyond_accessibility	0.79342794	0.94227934	0.47330308	0.38508034
chr8	99499281	5.123964	3.4342365	1.6897273	acetylated_beyond_accessibility	-0.21063447	1.203186	0.18900013	0.32033634
chr12	64801572	4.6821313	2.9922495	1.6898818	acetylated_beyond_accessibility	-0.7878337	0.59878397	-0.095491886	0.10995364
chr10	7193254	3.713572	2.0236447	1.6899273	acetylated_beyond_accessibility	0.6208856	-0.06507945	-0.10546541	-0.06867111
chr21	37146770	3.5553482	1.8652242	1.6901239	acetylated_beyond_accessibility	1.1597251	0.34655368	0.018349051	0.115844846
chr10	88027782	4.0775375	2.3874004	1.6901371	acetylated_beyond_accessibility	1.3245251	1.4741459	0.29168415	0.458915
chr10	13713301	5.669881	3.9795682	1.6903126	acetylated_beyond_accessibility	-0.74600816	2.5722792	0.44334912	1.4041607
