chr	center	observed_log	atac_pred_log	true_residual	class	sequence5p_residual	multimodal5p_residual	residual5p_residual
chr12	48601162	3.583519	2.1228247	1.4606943	acetylated_beyond_accessibility	0.008556843	0.7104788	0.28070426
chr21	33511071	3.912023	2.4511702	1.4608529	acetylated_beyond_accessibility	0.044318676	0.29337287	0.18152642
chr10	77983941	3.8918204	2.4309494	1.460871	acetylated_beyond_accessibility	1.2982869	0.6052828	0.60732055
chr10	4847769	5.627621	4.1667414	1.4608798	acetylated_beyond_accessibility	-1.8055606	0.3148508	0.3388691
chr7	116972108	4.2341065	2.7731295	1.4609771	acetylated_beyond_accessibility	-0.17433834	0.47281933	-0.08175206
chr18	711096	5.4424176	3.9811494	1.4612682	acetylated_beyond_accessibility	-0.794441	0.21922326	0.11858344
chr17	61175994	4.0943446	2.6330593	1.4612854	acetylated_beyond_accessibility	-0.09425998	-0.055285215	-0.13174105
chr17	16091982	3.5263605	2.0648563	1.4615042	acetylated_beyond_accessibility	0.013878107	0.5704591	0.53504777
chr7	130124919	3.9512436	2.489707	1.4615366	acetylated_beyond_accessibility	-0.31026936	0.18181658	-0.022013664
chr6	32164604	3.4965076	2.0349572	1.4615505	acetylated_beyond_accessibility	0.876488	-0.04047799	0.05475545
chr22	32887280	4.0073333	2.5456264	1.4617069	acetylated_beyond_accessibility	1.1270342	0.5198586	0.48542047
chr10	91617289	3.871201	2.4091437	1.4620574	acetylated_beyond_accessibility	-0.16729045	0.4889083	0.16738248
chr12	21419088	4.762174	3.299954	1.4622202	acetylated_beyond_accessibility	-1.0086873	0.3735671	0.4717083
chr17	40774625	2.7725887	1.3100905	1.4624982	acetylated_beyond_accessibility	1.4301145	0.57605636	0.348194
chr20	36606668	5.4510384	3.988015	1.4630234	acetylated_beyond_accessibility	1.6829484	1.3002107	0.59201837
chr7	43734830	4.762174	3.2991202	1.463054	acetylated_beyond_accessibility	-0.34316278	0.0058391094	0.07356572
chr10	95531620	5.9939613	4.5308595	1.4631019	acetylated_beyond_accessibility	-1.3370323	-0.09062147	0.07217932
chr7	106529482	2.944439	1.4811873	1.4632516	acetylated_beyond_accessibility	1.3885903	0.32616258	0.31496572
chr17	7243053	6.3080983	4.844386	1.4637122	acetylated_beyond_accessibility	0.21398258	-0.011214733	0.6534786
chr20	41664809	3.4965076	2.0325189	1.4639888	acetylated_beyond_accessibility	-0.1015954	0.68712544	0.044675827
chr17	40069041	4.9272537	3.463204	1.4640498	acetylated_beyond_accessibility	-1.2167454	0.6053786	-0.17827106
chr21	37087324	4.0073333	2.5432289	1.4641044	acetylated_beyond_accessibility	-0.18663454	1.0138848	0.52661467
chr17	35912549	4.7791233	3.3149238	1.4641995	acetylated_beyond_accessibility	-0.24693799	0.29691887	0.31244135
chr17	72977099	4.836282	3.3718948	1.4643869	acetylated_beyond_accessibility	-0.22735357	0.6412077	0.19711137
chr12	111412434	4.553877	3.0891533	1.4647236	acetylated_beyond_accessibility	-0.8484597	0.25600815	-0.33250356
chr8	49130704	4.7791233	3.3140547	1.4650686	acetylated_beyond_accessibility	-0.7917669	0.16241765	0.76597285
chr8	47431397	4.5217886	3.056653	1.4651356	acetylated_beyond_accessibility	0.4195516	1.7428637	0.5669584
chr17	45073918	3.9702919	2.5049224	1.4653695	acetylated_beyond_accessibility	0.2095406	0.27030325	-0.0072569847
chr6	3208656	4.3820267	2.9164047	1.465622	acetylated_beyond_accessibility	0.14003778	0.5447123	0.030972004
chr17	18089057	4.3307333	2.864946	1.4657874	acetylated_beyond_accessibility	0.14240003	0.5338688	0.2925024
chr17	78031238	4.158883	2.6930447	1.4658384	acetylated_beyond_accessibility	0.2097497	0.0050559044	-0.080415964
chr22	21938446	7.152269	5.6863403	1.4659286	acetylated_beyond_accessibility	-3.1029642	0.3316226	-0.24989986
chr17	48427809	3.4011974	1.935206	1.4659914	acetylated_beyond_accessibility	0.5986618	0.6317102	-0.025077224
chr17	80833309	5.327876	3.8617415	1.4661345	acetylated_beyond_accessibility	-1.0700641	0.8397913	0.09583163
chr18	3178159	4.7004805	3.2342963	1.4661841	acetylated_beyond_accessibility	0.092350006	1.0561099	0.502563
chr6	160791511	4.787492	3.320836	1.4666557	acetylated_beyond_accessibility	-0.52259636	0.482836	0.12181568
chr8	22669160	5.676754	4.2098413	1.4669127	acetylated_beyond_accessibility	1.900485	0.5910144	0.9573703
chr22	31881390	3.3672957	1.9003577	1.466938	acetylated_beyond_accessibility	0.87753177	0.11179304	-0.25489163
chr22	40156234	4.836282	3.3691933	1.4670885	acetylated_beyond_accessibility	-0.16164255	-0.24382997	0.1928041
chr17	19304521	5.3752785	3.9080982	1.4671803	acetylated_beyond_accessibility	-0.711725	0.32647324	0.4115119
chr20	51340628	3.7612002	2.2938943	1.4673059	acetylated_beyond_accessibility	0.1415236	0.5090349	0.0855422
chr8	53728820	3.713572	2.2458634	1.4677086	acetylated_beyond_accessibility	0.39288235	0.14151025	-0.00032806396
chr8	8917883	3.5263605	2.0585093	1.4678512	acetylated_beyond_accessibility	1.3094096	1.1389425	0.8439493
chr17	15185445	4.644391	3.1762757	1.4681153	acetylated_beyond_accessibility	0.23531651	0.58775425	0.18358254
chr10	110084142	5.497168	4.028377	1.468791	acetylated_beyond_accessibility	0.056791306	1.1249566	0.7426653
chr6	31979804	5.560682	4.0917964	1.4688854	acetylated_beyond_accessibility	-0.93604136	0.5387597	0.26067448
chr6	16005988	5.613128	4.1437907	1.4693375	acetylated_beyond_accessibility	-1.4218554	0.9424825	0.12606525
chr17	59619586	6.972606	5.5028777	1.4697285	acetylated_beyond_accessibility	0.42830324	0.82911396	0.64582586
chr17	28719787	6.272877	4.803078	1.469799	acetylated_beyond_accessibility	-0.19819498	1.1230159	0.47716618
chr8	39415530	4.4998097	3.0299006	1.4699092	acetylated_beyond_accessibility	-0.72422194	0.024091005	-0.092241526
chr22	41822535	3.713572	2.2436025	1.4699695	acetylated_beyond_accessibility	1.7155287	0.33762383	0.53072906
chr21	29849888	3.4339871	1.9635336	1.4704535	acetylated_beyond_accessibility	0.10161376	0.1777103	-0.116437316
chr21	44818090	5.365976	3.8954375	1.4705384	acetylated_beyond_accessibility	0.21473718	0.38465	-0.8819554
chr17	69070950	3.583519	2.1128192	1.4706998	acetylated_beyond_accessibility	0.3604145	0.3796327	0.070469856
chr7	100450743	5.874931	4.403982	1.4709487	acetylated_beyond_accessibility	-0.6377897	0.0056672096	-0.23831987
chr10	46219112	3.5263605	2.0553222	1.4710383	acetylated_beyond_accessibility	1.1637299	0.092074394	-0.5562215
chr17	49424917	4.8751974	3.4039235	1.4712739	acetylated_beyond_accessibility	0.12172079	0.34584665	0.26670957
chr22	22996873	3.2580965	1.7866185	1.471478	acetylated_beyond_accessibility	-0.1048342	0.089698195	-0.09517956
chr6	135074105	4.454347	2.9827647	1.4715824	acetylated_beyond_accessibility	-0.68412995	0.22321224	0.050456762
chr18	74778730	3.5553482	2.0834165	1.4719317	acetylated_beyond_accessibility	0.6693764	0.40308475	0.15256763
chr12	74022068	3.8286414	2.3563893	1.4722521	acetylated_beyond_accessibility	1.0842559	0.79674125	0.3845017
chr17	29692352	3.4339871	1.961253	1.4727341	acetylated_beyond_accessibility	0.36695778	0.8139454	0.1442157
chr8	6442841	3.5553482	2.0825396	1.4728086	acetylated_beyond_accessibility	0.9182284	0.24940872	0.2977445
chr6	38579212	3.8918204	2.4188364	1.4729841	acetylated_beyond_accessibility	1.0629642	1.5971005	0.5911763
chr18	3324168	3.637586	2.1645253	1.4730608	acetylated_beyond_accessibility	0.9586997	0.6618657	0.936512
chr7	108012698	4.727388	3.254264	1.4731238	acetylated_beyond_accessibility	-0.022835493	1.9073093	0.23921156
chr6	36821330	5.313206	3.8400273	1.4731789	acetylated_beyond_accessibility	-0.05026269	0.56331015	0.21866417
chr10	48365197	3.637586	2.1637769	1.4738092	acetylated_beyond_accessibility	0.70519066	0.3389187	-0.043938637
chr22	19455909	3.6888795	2.2149982	1.4738812	acetylated_beyond_accessibility	0.91298413	0.17985201	0.04056263
chr7	148793674	3.7841897	2.3102493	1.4739404	acetylated_beyond_accessibility	1.102807	0.8521476	0.7928548
chr8	143632810	4.3307333	2.8562696	1.4744637	acetylated_beyond_accessibility	0.18258452	0.511883	0.16834474
chr7	149495081	5.529429	4.0549316	1.4744973	acetylated_beyond_accessibility	-0.45014954	0.89211226	0.6025839
chr6	137171148	4.8751974	3.400667	1.4745305	acetylated_beyond_accessibility	0.43246007	0.43106818	0.26696277
chr10	103608124	2.9957323	1.5211852	1.4745471	acetylated_beyond_accessibility	1.2748218	0.013831854	-0.1040647
chr20	16730113	5.332719	3.858043	1.4746759	acetylated_beyond_accessibility	1.0023453	0.62578416	0.7104776
chr17	47209193	6.1092477	4.6345587	1.474689	acetylated_beyond_accessibility	-0.4996071	0.72662115	0.059297085
chr10	35384591	4.304065	2.8293293	1.474736	acetylated_beyond_accessibility	0.5036688	0.64861727	0.5108156
chr18	46040967	4.8598123	3.3847866	1.4750257	acetylated_beyond_accessibility	0.16929531	0.5891452	0.45513177
chr12	50589886	5.913503	4.4380245	1.4754786	acetylated_beyond_accessibility	-1.5412383	0.4222083	0.15206528
chr8	100985833	4.882802	3.407148	1.4756541	acetylated_beyond_accessibility	-0.46968603	0.5987406	0.49209595
chr22	21093861	3.871201	2.3954968	1.4757042	acetylated_beyond_accessibility	0.45721173	0.34684658	0.42762804
chr10	50592882	5.609472	4.133573	1.4758987	acetylated_beyond_accessibility	-1.4403391	0.45444727	0.02590847
chr17	58437100	4.59512	3.1191983	1.4759216	acetylated_beyond_accessibility	0.9251175	1.003171	0.3873124
chr8	104617432	6.0684257	4.5924835	1.4759421	acetylated_beyond_accessibility	-1.9374537	0.24444723	0.14452314
chr7	40346766	3.5553482	2.0792055	1.4761426	acetylated_beyond_accessibility	0.50981927	0.4338665	0.09885478
chr17	76217702	4.2341065	2.7573795	1.476727	acetylated_beyond_accessibility	0.14414	0.38896942	0.057765484
chr20	813587	3.637586	2.1608093	1.4767768	acetylated_beyond_accessibility	0.60793495	0.79980874	0.3934734
chr7	124992962	4.0775375	2.5997212	1.4778163	acetylated_beyond_accessibility	0.21039796	1.3289845	0.2141912
chr12	51318821	4.317488	2.8395233	1.4779649	acetylated_beyond_accessibility	0.6404464	0.26412487	-0.027928114
chr10	3556577	3.4011974	1.923196	1.4780015	acetylated_beyond_accessibility	1.4195408	-0.3027513	0.11834562
chr12	46473822	4.4998097	3.0217466	1.4780631	acetylated_beyond_accessibility	0.5616214	0.9427829	0.27232647
chr17	40086616	3.4965076	2.0181708	1.4783368	acetylated_beyond_accessibility	0.5545075	0.14253902	-0.063444495
chr18	3654207	7.152269	5.6736674	1.4786015	acetylated_beyond_accessibility	-3.486198	-0.37516737	-0.05615902
chr17	39301908	4.1108737	2.6321435	1.4787302	acetylated_beyond_accessibility	-0.09400606	0.57854176	-0.011322737
chr22	20354413	2.4849067	1.0061675	1.4787391	acetylated_beyond_accessibility	5.5653243	0.4755783	0.1277293
chr17	16419268	5.075174	3.5963888	1.478785	acetylated_beyond_accessibility	-0.68062615	0.9492278	0.3818388
chr10	45407721	3.6635616	2.1847048	1.4788568	acetylated_beyond_accessibility	0.18933487	0.49600458	0.0017006397
chr7	138439425	3.7612002	2.2822995	1.4789007	acetylated_beyond_accessibility	1.1813922	0.5909257	0.10772824
chr18	8730603	4.6634393	3.1845152	1.478924	acetylated_beyond_accessibility	-0.219244	1.0259969	0.49058747
chr10	74008488	4.744932	3.265818	1.479114	acetylated_beyond_accessibility	-0.4783492	0.8231101	0.16957927
chr18	23528610	6.1717005	4.6922545	1.4794459	acetylated_beyond_accessibility	-1.3916669	1.1086621	0.44871712
chr8	95808395	2.7080503	1.2284486	1.4796016	acetylated_beyond_accessibility	1.924367	0.1831069	0.27939963
chr7	102421105	5.6489744	4.1691504	1.4798241	acetylated_beyond_accessibility	0.34370995	0.51802206	0.65978146
chr22	22494093	3.713572	2.2326598	1.4809122	acetylated_beyond_accessibility	0.032396317	0.51084185	0.13204718
chr8	41798692	6.371612	4.890598	1.4810143	acetylated_beyond_accessibility	-2.8678708	0.25794506	-0.05494356
chr17	81636813	5.9322453	4.45101	1.481235	acetylated_beyond_accessibility	1.3178153	0.5885515	0.6168585
chr12	8829023	4.26268	2.7811794	1.4815006	acetylated_beyond_accessibility	1.3282576	0.46729374	0.5674343
chr17	76329910	3.3322046	1.8502529	1.4819517	acetylated_beyond_accessibility	1.5973446	0.01254189	0.20876598
chr12	10618507	4.65396	3.1719685	1.4819918	acetylated_beyond_accessibility	1.0268636	0.6812391	0.28452182
chr17	39929460	4.304065	2.8216944	1.4823709	acetylated_beyond_accessibility	0.03145981	0.97070503	0.7318356
chr17	39903661	4.406719	2.9241462	1.482573	acetylated_beyond_accessibility	0.5371592	0.4142518	0.23645926
chr12	120291874	7.4616404	5.978745	1.4828954	acetylated_beyond_accessibility	-2.1053054	0.50722027	0.42748356
chr7	131007650	4.158883	2.6758268	1.4830563	acetylated_beyond_accessibility	1.5170705	1.4421475	0.27329326
chr17	5526963	3.5553482	2.07164	1.4837081	acetylated_beyond_accessibility	0.5325427	0.42065263	0.2602353
chr22	38504893	5.7300997	4.2463264	1.4837732	acetylated_beyond_accessibility	0.15427017	1.2137899	0.1619072
chr12	7109279	5.46806	3.984126	1.4839339	acetylated_beyond_accessibility	-1.2925465	0.5453553	-0.28969336
chr6	36127675	5.1474943	3.663478	1.4840164	acetylated_beyond_accessibility	0.4567895	1.0251212	0.5693855
chr6	6750144	4.727388	3.2429953	1.4843926	acetylated_beyond_accessibility	-0.3883927	0.9993944	-0.041306973
chr22	26632886	5.7430034	4.258524	1.4844794	acetylated_beyond_accessibility	-0.042831898	0.6055651	0.1353159
chr17	42456867	5.583496	4.098923	1.4845729	acetylated_beyond_accessibility	-0.70484257	0.5803027	0.382895
chr10	45470569	6.8731637	5.3877535	1.4854102	acetylated_beyond_accessibility	-2.1956408	0.5986624	0.12566614
chr12	109461308	5.7589016	4.2734375	1.4854641	acetylated_beyond_accessibility	-0.5467553	1.1061716	0.19645262
chr22	21001987	7.3165483	5.830743	1.4858055	acetylated_beyond_accessibility	0.07183123	0.45115614	0.7817583
chr8	8238607	3.6635616	2.1775975	1.4859641	acetylated_beyond_accessibility	0.52439976	-0.5620675	-0.009158611
chr12	118022324	4.4188404	2.9327283	1.4861121	acetylated_beyond_accessibility	-0.5672827	0.41254234	0.21205759
chr6	34425517	6.274762	4.78864	1.4861221	acetylated_beyond_accessibility	-0.56339455	0.10963392	0.073746204
chr18	9422155	4.2341065	2.7477202	1.4863863	acetylated_beyond_accessibility	0.8656976	-0.19987774	0.53247404
chr17	81267832	2.944439	1.458022	1.4864169	acetylated_beyond_accessibility	1.8416885	0.6236626	0.23812592
chr20	23155348	4.4188404	2.9323714	1.486469	acetylated_beyond_accessibility	-0.92235374	-0.25950265	-0.32034564
chr7	27745282	4.304065	2.817563	1.4865022	acetylated_beyond_accessibility	-0.24778986	0.52950907	0.15428114
chr17	28662058	6.9650803	5.478367	1.4867134	acetylated_beyond_accessibility	2.1341848	1.3265166	1.6118479
chr7	106365383	4.1271343	2.6397161	1.4874182	acetylated_beyond_accessibility	0.9523909	0.748672	0.47118855
chr12	124916513	6.3578424	4.87038	1.4874625	acetylated_beyond_accessibility	-1.1151335	1.686707	0.52828836
chr21	42547340	6.037871	4.5502806	1.4875903	acetylated_beyond_accessibility	-0.8506522	0.553051	0.058490276
chr17	5548762	2.7725887	1.2849048	1.4876839	acetylated_beyond_accessibility	1.5508474	0.50106025	0.16520071
chr17	56877211	4.4426513	2.9547882	1.4878631	acetylated_beyond_accessibility	0.8652384	0.6248269	0.32665682
chr6	30828654	5.164786	3.6766622	1.4881237	acetylated_beyond_accessibility	-0.8156662	0.25462055	0.073899746
chr22	40814166	4.624973	3.1364498	1.488523	acetylated_beyond_accessibility	0.03955221	0.61896944	0.14691186
chr12	54932244	3.4011974	1.9125688	1.4886286	acetylated_beyond_accessibility	1.0956407	0.5884621	0.0062230825
chr7	64485843	3.2580965	1.7692317	1.4888648	acetylated_beyond_accessibility	2.028305	0.104150176	0.28480923
chr17	47240203	4.9972124	3.5082498	1.4889627	acetylated_beyond_accessibility	-0.30876732	0.189291	0.40993404
chr7	22703720	5.3936276	3.9042044	1.4894233	acetylated_beyond_accessibility	-0.31207085	1.0336547	0.40367126
chr17	78862337	4.787492	3.2978663	1.4896255	acetylated_beyond_accessibility	0.24640822	1.3001933	0.84473133
chr22	39749039	3.3672957	1.8766189	1.4906769	acetylated_beyond_accessibility	1.0288458	0.075388074	-0.15951014
chr12	50763741	6.265301	4.7742467	1.4910545	acetylated_beyond_accessibility	0.105668545	1.0053296	0.026033401
chr6	10640618	4.8598123	3.3685656	1.4912467	acetylated_beyond_accessibility	-0.7010343	0.26819968	0.4105742
chr22	40644834	3.5263605	2.034824	1.4915366	acetylated_beyond_accessibility	1.4444065	0.5515175	0.1221292
chr8	96271565	3.9702919	2.4780724	1.4922194	acetylated_beyond_accessibility	0.34273887	0.5443313	0.88717175
chr6	44900581	3.295837	1.802891	1.4929459	acetylated_beyond_accessibility	1.0077982	0.18473029	0.16946006
chr10	98463197	4.477337	2.9843123	1.4930246	acetylated_beyond_accessibility	-0.46121907	0.02142787	0.004557371
chr18	55893469	4.394449	2.9013224	1.4931269	acetylated_beyond_accessibility	0.036089182	0.70574474	0.9050677
chr10	125868551	2.8903718	1.3968337	1.4935381	acetylated_beyond_accessibility	0.65707064	0.41345644	0.106640935
chr6	68108540	4.0943446	2.6006782	1.4936664	acetylated_beyond_accessibility	0.8857782	1.2152278	0.6760087
chr10	95532195	6.188264	4.6945143	1.4937496	acetylated_beyond_accessibility	-1.5176966	0.50363827	0.22053146
chr17	62919616	3.0445225	1.5504622	1.4940603	acetylated_beyond_accessibility	1.2238178	0.39024353	0.12975132
chr20	2891473	4.356709	2.862448	1.494261	acetylated_beyond_accessibility	-0.059146643	0.38636112	0.052867174
chr6	28269688	4.634729	3.1404302	1.4942987	acetylated_beyond_accessibility	0.16227007	1.4008648	0.5314927
chr17	44547218	4.0775375	2.582991	1.4945467	acetylated_beyond_accessibility	1.1041901	0.4546268	0.113083124
chr12	50531585	3.4011974	1.9062402	1.4949572	acetylated_beyond_accessibility	0.7910266	0.3270285	0.42765737
chr17	48426471	3.988984	2.493809	1.4951751	acetylated_beyond_accessibility	0.37470245	0.44943166	0.0345006
chr18	48000011	3.637586	2.14207	1.4955161	acetylated_beyond_accessibility	1.6511137	0.30986094	0.7252519
chr6	134217139	3.988984	2.493342	1.4956422	acetylated_beyond_accessibility	0.43508124	0.6478784	0.19254756
chr12	122279915	5.411646	3.9156275	1.4960184	acetylated_beyond_accessibility	-0.7587366	0.3166275	0.2041297
chr20	62160119	3.0445225	1.5478771	1.4966455	acetylated_beyond_accessibility	0.8740361	0.15534854	0.17034376
chr12	121738466	5.4071717	3.9103398	1.4968319	acetylated_beyond_accessibility	-1.4956903	-0.2905426	0.019707441
chr12	10361822	4.624973	3.1278749	1.497098	acetylated_beyond_accessibility	-0.647311	0.053040028	0.101807356
chr22	43293399	4.3438053	2.8466473	1.497158	acetylated_beyond_accessibility	0.8467088	-0.34810543	0.12760305
chr22	17638801	7.247081	5.749734	1.4973469	acetylated_beyond_accessibility	0.70866823	0.903718	0.63702106
chr6	33841337	4.9698133	3.4714572	1.4983561	acetylated_beyond_accessibility	-1.1759982	-0.7263572	-0.2389412
chr12	48105876	6.568078	5.0696507	1.4984274	acetylated_beyond_accessibility	1.5781221	0.9081664	0.4417677
chr20	460387	4.5108595	3.0120957	1.4987638	acetylated_beyond_accessibility	-0.43422604	0.52250576	0.02637887
chr12	6143045	2.6390574	1.1402785	1.4987789	acetylated_beyond_accessibility	0.84100497	0.49907517	0.111492395
chr10	118488860	3.8918204	2.3927317	1.4990888	acetylated_beyond_accessibility	0.8713758	0.586627	0.71878386
chr17	34981956	6.261492	4.762145	1.4993467	acetylated_beyond_accessibility	0.2136612	0.91451025	0.20667458
chr17	32897620	6.4457197	4.9461536	1.4995661	acetylated_beyond_accessibility	-1.4546652	0.75895786	0.37023973
chr18	9771670	4.394449	2.8940587	1.5003905	acetylated_beyond_accessibility	0.11889815	0.8052447	0.10528612
